status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,0,0,155.13333333333333,18-30,7.752335163302292,225,0,2327.0,0,0,0,0
... < 100 DM,12,no credits taken/all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,48,bank,own,2,skilled employee/official,1,no,yes,0,0,90.16666666666667,46-60,6.9865664594064265,144,1,1082.0,0,0,1,0
no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee/official,1,no,yes,1,1,73.83333333333333,18-30,6.786716950605081,144,1,886.0,0,1,0,0
no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,1,1,150.25,18-30,6.398594934535208,16,0,300.5,0,1,0,0
... < 100 DM,24,critical account/other credits existing,car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,63,none,own,2,skilled employee/official,1,yes,yes,1,1,123.20833333333333,60+,7.9919305198524775,576,1,2957.0,1,0,1,1
no checking account,24,critical account/other credits existing,domestic appliances,2611,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,1,1,108.79166666666667,46-60,7.8674885686991285,576,1,2611.0,0,0,1,1
... < 100 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,no,yes,0,0,143.86111111111111,18-30,8.552367266423891,1296,1,5179.0,0,0,0,1
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,1,1,142.52380952380952,18-30,8.0040315078527,441,1,2993.0,0,0,1,1
no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,no,yes,0,0,107.94444444444444,18-30,7.57198844937744,324,1,1943.0,0,1,0,0
no checking account,24,all credits at this bank paid back duly,others,1559,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,50,bank,own,1,skilled employee/official,1,yes,yes,1,1,64.95833333333333,46-60,7.351799869057777,576,1,1559.0,0,0,0,1
no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,1,1,190.11111111111111,46-60,8.137980454452139,324,1,1711.0,0,0,1,0
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,35,none,own,1,skilled employee/official,1,yes,yes,1,1,189.33333333333334,31-45,8.288031567776464,441,0,3976.0,0,0,0,1
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,68,none,rent,2,skilled employee/official,1,no,yes,0,0,375.6111111111111,60+,8.818926087090677,324,0,6761.0,1,0,1,0
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,1,1,52.041666666666664,18-30,7.130098510125578,576,1,1249.0,0,0,0,1
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,own,1,skilled employee/official,1,no,yes,1,1,151.55555555555554,46-60,7.218176838403408,81,1,1364.0,0,0,0,0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,0,0,59.083333333333336,46-60,6.5638555265321274,144,1,709.0,0,0,0,0
... < 100 DM,20,critical account/other credits existing,car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,33,bank,rent,2,skilled employee/official,1,no,no,0,0,111.75,31-45,7.711996507047669,400,1,2235.0,0,0,1,1
no checking account,24,critical account/other credits existing,car (used),4042,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,43,none,own,2,skilled employee/official,1,yes,yes,1,1,168.41666666666666,31-45,8.304494897963567,576,1,4042.0,0,0,1,1
no checking account,15,critical account/other credits existing,domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,1,1,98.06666666666666,31-45,7.293697720601438,225,1,1471.0,0,0,1,0
... < 100 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,32,none,for free,2,unskilled - resident,2,no,yes,0,0,80.11111111111111,31-45,7.273786317844895,324,1,721.0,0,0,1,0
no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,45,none,own,2,skilled employee/official,2,yes,yes,1,1,302.0833333333333,31-45,9.294221855956884,1296,0,5437.5,0,0,1,1
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,yes,yes,1,1,61.416666666666664,31-45,7.295735072749282,576,1,1474.0,0,0,0,1
no checking account,10,existing credits paid back duly till now,business,894,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,40,none,own,1,skilled employee/official,1,yes,yes,1,1,89.4,31-45,6.795705775173514,100,1,894.0,0,0,0,0
no checking account,15,critical account/other credits existing,radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,28,none,for free,1,skilled employee/official,1,yes,yes,1,1,222.86666666666667,18-30,8.114623886420098,225,1,3343.0,0,0,0,0
... < 100 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,0,0,263.93333333333334,18-30,8.28374674710613,225,1,3959.0,0,0,0,0
no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,no,no,1,1,397.44444444444446,18-30,8.182279739259018,81,0,1788.5,0,0,0,0
no checking account,24,critical account/other credits existing,car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,2,skilled employee/official,1,no,yes,1,1,241.83333333333334,18-30,8.666302614004078,576,1,5804.0,0,0,1,1
no checking account,18,delay in paying off in the past,others,2169,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,0,0,120.5,18-30,7.682021510826875,324,1,2169.0,0,0,0,0
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,yes,yes,0,0,101.625,31-45,7.79934339821592,576,1,2439.0,0,0,0,1
no checking account,27,critical account/other credits existing,radio/television,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,1,1,167.62962962962962,31-45,8.417593826193484,729,1,2263.0,0,0,1,1
no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,0,0,221.0,18-30,7.700747794511798,100,0,2210.0,0,0,0,0
no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,1,148.06666666666666,18-30,7.7057128238944275,225,0,2221.0,0,1,0,0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,27,stores,own,1,skilled employee/official,1,no,yes,1,1,132.72222222222223,18-30,7.77863014732581,324,1,2389.0,0,0,0,0
no checking account,12,critical account/other credits existing,radio/television,3331,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,stores,own,1,skilled employee/official,1,no,yes,1,1,277.5833333333333,31-45,8.11102783819368,144,0,3331.0,0,0,0,0
no checking account,36,existing credits paid back duly till now,others,7409,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,yes,1,1,205.80555555555554,31-45,8.910450756416656,1296,1,7409.0,0,0,1,1
... < 100 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,1,1,54.333333333333336,18-30,6.480044561926653,144,1,652.0,0,1,0,0
no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,yes,yes,1,1,213.27777777777777,31-45,8.946114375560743,1296,0,7678.0,0,0,1,1
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1343,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,46,none,own,2,skilled employee/official,2,no,no,1,1,223.83333333333334,46-60,7.202661196523238,36,0,671.5,0,0,1,0
... < 100 DM,24,critical account/other credits existing,others,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,26,none,own,2,skilled employee/official,1,yes,yes,1,1,57.583333333333336,18-30,7.231287004327616,576,1,1382.0,0,0,1,1
no checking account,15,existing credits paid back duly till now,repairs,874,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,no,yes,1,1,58.266666666666666,18-30,6.773080375655535,225,1,874.0,0,1,0,0
... < 100 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,29,none,own,1,unskilled - resident,2,no,yes,1,1,299.1666666666667,18-30,8.185907481482324,144,0,1795.0,0,0,0,0
0 <= ... < 200 DM,11,critical account/other credits existing,car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,no,yes,1,1,120.18181818181819,31-45,7.186901020411631,121,1,1322.0,0,0,1,0
... < 100 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,36,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,107.77777777777777,31-45,7.570443252057374,324,1,1940.0,0,0,0,0
no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,1,99.86111111111111,18-30,8.187299270155147,1296,1,3595.0,0,0,0,1
... < 100 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,158.0,18-30,7.259819610363186,81,1,1422.0,0,0,0,0
no checking account,30,critical account/other credits existing,domestic appliances,6742,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,no,yes,1,1,224.73333333333332,31-45,8.816111895794005,900,0,6742.0,0,0,1,1
no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,325.5833333333333,31-45,8.963672275615016,576,1,7814.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,48,none,for free,1,skilled employee/official,1,yes,yes,1,1,386.5416666666667,46-60,9.135293497653272,576,0,9277.0,0,0,0,1
0 <= ... < 200 DM,30,critical account/other credits existing,car (new),2181,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,no,yes,1,1,72.7,31-45,7.687538766201629,900,1,2181.0,0,0,1,1
no checking account,18,critical account/other credits existing,domestic appliances,1098,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,no,yes,1,1,61.0,60+,7.001245622069476,324,1,1098.0,1,0,1,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,43,none,own,1,skilled employee/official,1,yes,yes,0,0,169.04166666666666,31-45,8.308199063206446,576,1,4057.0,0,0,0,1
... < 100 DM,12,existing credits paid back duly till now,retraining,795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,53,none,own,1,skilled employee/official,1,no,yes,0,0,66.25,46-60,6.678342114654332,144,1,795.0,0,0,0,0
0 <= ... < 200 DM,24,critical account/other credits existing,others,2825,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,34,none,own,2,skilled employee/official,2,yes,yes,1,1,117.70833333333333,31-45,7.946263643580541,576,1,1412.5,0,0,1,1
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,23,none,own,1,skilled employee/official,1,yes,yes,0,0,326.5,18-30,9.659630959624376,2304,0,15672.0,0,1,0,1
no checking account,36,critical account/other credits existing,car (new),6614,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,183.72222222222223,31-45,8.796943893541737,1296,1,6614.0,0,0,1,1
